Store ID,Street Address,City,State/Province,Postcode,Latitude,Longitude
1,5600 Debarr Rd Ste 9,Anchorage,AK,995042300,61.21,-149.78
2,1725 Abbott Rd,Anchorage,AK,995073444,61.14,-149.84
3,1501 Huffman Rd,Anchorage,AK,995153596,61.11,-149.85
4,"320 W. 100th Ave, 100, Southgate Shopping Ctr - Anchorage",Anchorage,AK,99515,61.13,-149.89
5,1005 E Dimond Blvd,Anchorage,AK,995152050,61.14,-149.86
6,1000 E Northern Lights Blvd,Anchorage,AK,995084218,61.19,-149.87
7,3101 PENLAND PKWY.,Anchorage,AK,995081928,61.22,-149.82
8,"HMSHost, 500 West International Airport",Anchorage,AK,99502,61.18,-149.98
9,"110 W. Tudor Rd, E",Anchorage,AK,995037247,61.18,-149.88
10,7701 Debarr Road,Anchorage,AK,99504,61.21,-149.74
11,7731 E Northern Lights Blvd,Anchorage,AK,995043554,61.2,-149.74
12,2300 Abbott Road,Anchorage,AK,995074456,61.14,-149.84
13,"1200 N Muldoon Rd, Suite F",Anchorage,AK,995046105,61.23,-149.74
14,2000 W Dimond Blvd,Anchorage,AK,995151453,61.14,-149.92
15,"2421 East Tudor Road, Suite 8",Anchorage,AK,995071128,61.18,-149.84
16,Bldg 5800 Westover Avenue,Anchorage,AK,99506,61.23,-149.75
17,"4000 W Dimond Blvd, Anchorage Fifth Avenue",Anchorage,AK,995021401,61.14,-149.96
18,"320 West 5th Avenue, #D50A",Anchorage,AK,99501,61.22,-149.89
19,150 W 100th Ave Suite A,Anchorage,AK,995152673,61.13,-149.88
20,5000 West International Rd,Anchorage,AK,99502,61.15,-149.95
21,5000 W Intl Airport Rd,Anchorage,AK,995021023,61.17,-149.98
22,1650 W Northern Lights Blvd,Anchorage,AK,995173340,61.19,-149.92
23,"1142 N. Muldoon Road, 110, Anchorage 5th Ave Mall",Anchorage,AK,99504,61.23,-149.74
24,"320 West 5th Avenue, 224",Anchorage,AK,99501,61.22,-149.89
25,11409 Business Blvd,Eagle River,AK,995777722,61.32,-149.57
26,"16707 Coronado Road, 100",Eagle River,AK,995777823,61.33,-149.57
27,13401 Old Glenn Hwy,Eagle River,AK,995777565,61.35,-149.55
28,3627 Airport Way (405R),Fairbanks,AK,997094779,64.84,-147.81
29,30 College Rd,Fairbanks,AK,997011706,64.85,-147.7
30,3755 Airport Way,Fairbanks,AK,997094610,64.84,-147.82
31,6450 Airport Way,Fairbanks,AK,99709,64.82,-147.87
32,"930 Old Steese Hwy, A",Fairbanks,AK,997013138,64.85,-147.69
33,"Frontier Theater, Building 2",Fort Richardson,AK,99505,61.26,-149.68
34,Bldg # 3703B,Fort Wainwright,AK,99703,64.83,-147.65
35,90 Sterling Hwy,Homer,AK,996037439,59.64,-151.54
36,303 Vintage Blvd,Juneau,AK,99801,58.36,-134.55
37,8181 Old Glacier Hwy,Juneau,AK,998018035,58.36,-134.56
38,2417 Tongass Ave,Ketchikan,AK,999015900,55.35,-131.67
39,2685 Mill Bay Rd,Kodiak,AK,996156638,57.81,-152.37
40,301 N Santa Claus Lane,North Pole,AK,997056081,64.76,-147.35
41,664 W Evergreen Ave,Palmer,AK,996456535,61.6,-149.13
42,650 N Cobb St,Palmer,AK,996456387,61.6,-149.12
43,1907 Seward Hwy,Seward,AK,99664,60.13,-149.43
44,43843 Sterling Hwy,Soldotna,AK,996697640,60.49,-151.05
45,44282 Sterling Hwy S,Soldotna,AK,996698033,60.48,-151.07
46,"1771 East Parks Hwy, Unit #4",Wasilla,AK,996548104,61.58,-149.41
47,595 E Parks Hwy,Wasilla,AK,996548102,61.58,-149.44
48,1801 E Parks Hwy,Wasilla,AK,996547350,61.58,-149.41
49,1501 East Parks Highway,Wasilla,AK,996548283,61.58,-149.41
50,250 S Colonial Dr,Alabaster,AL,350074657,33.23,-86.81
51,345 South Colonial Dr,Alabaster,AL,350074690,33.22,-86.8
52,2171 Kent Dairy Rd,Alabaster,AL,350075387,33.21,-86.83
53,1286 Hwy 72 East,Athens,AL,356114404,34.78,-86.95
54,300 Dean Rd,Auburn,AL,368304404,32.61,-85.46
55,Magnolia Street,Auburn,AL,36849,32.61,-85.48
56,"Quad Center, 255 Duncan Dr",Auburn,AL,36849,32.6,-85.49
57,4889 Promenade Pkwy,Bessemer,AL,350227305,33.33,-86.93
58,4616 Highway 280,Birmingham,AL,352425028,33.43,-86.71
59,"1658 Montclair Rd, Suite 100",Birmingham,AL,352102410,33.53,-86.72
60,615 18th Street,Birmingham,AL,35233,33.51,-86.8
61,5900 Messer Airport Way,Birmingham,AL,35212,33.56,-86.75
62,231 State Farm Pkwy,Birmingham,AL,352090171,33.45,-86.83
63,5405 US-280 East,Birmingham,AL,35242,33.42,-86.67
64,2010 Brookwood Medical Center Drive,Birmingham,AL,352096804,33.46,-86.78
65,1400 University Blvd,Birmingham,AL,35233,33.5,-86.81
66,917 13th St,Birmingham,AL,352031624,33.5,-86.81
67,"308 20th St South, Suite 100",Birmingham,AL,35223,33.51,-86.8
68,5900 Messer Airport Wy,Birmingham,AL,35212,33.56,-86.75
69,810 Saint Vincents Dr,Birmingham,AL,352051601,33.51,-86.79
70,1584 Montgomery Hwy,Birmingham,AL,352164524,33.4,-86.81
71,3032 John Hawkins Pkwy,Birmingham,AL,352441001,33.37,-86.81
72,1927 11th Avenue South,Birmingham,AL,352052603,33.5,-86.8
73,1654 Gadsden Hwy,Birmingham,AL,352353104,33.6,-86.64
74,"1879 Cherokee Avenue, SW, Jubilee Square",Cullman,AL,35055,34.15,-86.84
75,6830 Highway 90,Daphne,AL,365269520,30.65,-87.91
76,2141 Point Mallard Pkwy,Decatur,AL,35601,34.59,-86.96
77,902 Wimberly Drive SW,Decatur,AL,356033231,34.56,-87
78,"4601 Montgomery Hwy, Suite 300",Dothan,AL,363031522,31.27,-85.45
79,1 Harrison Plz,Florence,AL,356320002,34.8,-87.68
80,357 Cox Creek Parkway,Florence,AL,35630,34.84,-87.64
81,"2601 S. McKenzie Road, 900",Foley,AL,365353409,30.38,-87.68
82,3489 Lowery Pkwy,Fultondale,AL,350681677,33.61,-86.81
83,1724 W Grand Ave,Gadsden,AL,35904,33.99,-86.08
84,659 Fieldstown Rd,Gardendale,AL,35071,33.65,-86.82
85,3820 Gulf Shores Pkwy,Gulf Shores,AL,365422819,30.3,-87.68
86,531 Brookwood Village,Homewood,AL,35209,33.47,-86.77
87,"5180 Medford Rd, Suite 108",Hoover,AL,35244,33.36,-86.85
88,4710 Hwy 280 east,Hoover,AL,35242,33.42,-86.7
89,"5561 Grove Blvd, Riverchase Galleria",Hoover,AL,352264600,33.4,-86.83
90,"3000 Riverchase Galleria, #243, Riverchase Galleria",Hoover,AL,35244,33.38,-86.81
91,"3000 Riverchase Galleria, 124",Hoover,AL,352442315,33.38,-86.81
92,3421 Memorial Drive NW,Huntsville,AL,358015317,34.77,-86.59
93,"2750 Carl T Jones Dr SE, 7",Huntsville,AL,358024913,34.68,-86.55
94,"800 Airport Rd, Suite A",Huntsville,AL,358021350,34.69,-86.57
95,"2003 Whitesburg Drive, Suite D",Huntsville,AL,358014543,34.72,-86.58
96,7090 University Dr,Huntsville,AL,35806,34.75,-86.71
97,6275 University Dr,Huntsville,AL,358061776,34.74,-86.68
98,1015 North Memorial Pkwy,Huntsville,AL,358015927,34.74,-86.6
99,7779 Highway 72 West,Madison,AL,357588751,34.75,-86.74
100,4579 Wall Triana Hwy,Madison,AL,35758,34.71,-86.75
101,8207 Highway 72 W,Madison,AL,35758,34.75,-86.76
102,5901 USA Dr N,Mobile,AL,36688,30.7,-88.18
103,"3255 Airport Blvd, Bel Air Mall",Mobile,AL,366063201,30.68,-88.12
104,"3494 BEL AIR MALL, G7",Mobile,AL,366063406,30.67,-88.12
105,"3075 Government Blvd, Suite B100",Mobile,AL,36606,30.65,-88.12
106,"790 Shillinger Rd S, Shoppes of Midtown",Mobile,AL,366958979,30.67,-88.23
107,1510 Government St,Mobile,AL,366042006,30.68,-88.07
108,390 Schillinger Road,Mobile,AL,366958960,30.68,-88.23
109,1363 Hillcrest Rd,Mobile,AL,366953925,30.66,-88.19
110,3901 Airport Blvd,Mobile,AL,366081621,30.68,-88.14
111,"3451 Spring Hill Ave, Oliver Creek Crossings",Mobile,AL,366081559,30.7,-88.13
112,6501 Atlanta Hwy,Montgomery,AL,361174226,32.38,-86.18
113,2576 Berryhill Rd,Montgomery,AL,36117,32.36,-86.16
114,1601 Eastern Blvd,Montgomery,AL,36106,32.36,-86.22
115,3110 Zelda Road,Montgomery,AL,361062692,32.35,-86.26
116,6911 East Chase Parkway,Montgomery,AL,36117,32.36,-86.17
117,"7790 Vaughn, Mountain Brook Village",Montgomery,AL,361161337,32.34,-86.18
118,2738 Cahaba Rd,Mountain Brook,AL,352232304,33.48,-86.77
119,2640 Enterprise Dr,Opelika,AL,368011511,32.62,-85.41
120,2460 Enterprise Dr,Opelika,AL,36801,32.64,-85.37
121,2056 Interstate Drive,Opelika,AL,368015498,32.62,-85.4
122,25773 Perdido Beach Blvd,Orange Beach,AL,36561,30.27,-87.59
123,400 Oxford Exchange Blvd,Oxford,AL,362033459,33.61,-85.78
124,1011 Hwy 21 South,Oxford,AL,36203,33.61,-85.83
125,2588 Cobbs Ford Road,Prattville,AL,36066,32.46,-86.39
126,2754 Legends Pkwy,Prattville,AL,36066,32.47,-86.43
127,"30350 State Hwy 181, Suite A",Spanish Fort,AL,365275694,30.67,-87.85
128,"1420 Gadsden Hwy, BAMA Dining Services/Starbucks Coffee",Trussville,AL,352353126,33.6,-86.65
129,"1000 McCorvey Dr., UoA-Ferguson Center",Tuscaloosa,AL,35487,33.21,-87.55
130,"1800 McFarland Blvd, Suite 600",Tuscaloosa,AL,354045875,33.2,-87.53
131,1901 13th Ave E,Tuscaloosa,AL,354044785,33.2,-87.51
132,838 Paul W Bryant Drive,Tuscaloosa,AL,35401,33.21,-87.55
133,3130 Cahaba Heights Rd,Vestavia Hills,AL,352435243,33.46,-86.74
134,"700 Montgomery Hwy, Suite 100",Vestavia Hills,AL,352161867,33.45,-86.79
135,1100 Henderson St,Arkadelphia,AR,71999,34.13,-93.06
136,20701 I-30,Benton,AR,72015,34.61,-92.53
137,20701 Interstate 30 S,Benton,AR,72022,34.61,-92.62
138,"1401 S Walton Blvd, 11",Bentonville,AR,727126626,36.36,-94.21
139,913 SE Walton Blvd,Bentonville,AR,727126774,36.34,-94.2
140,1803 E. Centerton Blvd,Bentonville,AR,72719,36.36,-94.25
141,7377 Alcoa Rd,Bryant,AR,720226204,34.6,-92.53
142,905 East Oak Street,Conway,AR,720324715,35.09,-92.42
143,201 Donaghey Ave.,Conway,AR,720355001,35.08,-92.45
144,501 Elsinger Blvd,Conway,AR,720324717,35.08,-92.39
145,1035 Hwy 65 North,Conway,AR,720329286,35.11,-92.44
146,111 Ozark Ave.,Fayetteville,AR,72701,36.07,-94.18
147,2117 W Martin Luther King Blvd,Fayetteville,AR,72701,36.06,-94.19
148,"3500 Black Forrest Drive, 1",Fayetteville,AR,72704,36.08,-94.21
149,3901 Shiloh Drive,Fayetteville,AR,727034427,36.12,-94.15
150,6203 Rogers Ave,Fort Smith,AR,729033905,35.36,-94.36
151,4001 Phoenix Ave,Ft. Smith,AR,729036099,35.34,-94.39
152,5210 Grand Ave,Ft. Smith,AR,72913,35.35,-94.35
153,"3948 Central Ave, Suite A",Hot Springs,AR,719137355,34.46,-93.06
154,2090 John Harden,Jacksonville,AR,720762730,34.89,-92.11
155,2303 Stadium Boulevard,Jonesboro,AR,72401,35.82,-90.67
156,105 N Caraway Rd,Jonesboro,AR,72401,35.84,-90.68
157,131 Southwest Drive,Jonesboro,AR,72401,35.82,-90.71
158,"3000 E Highland Dr, Suite A",Jonesboro,AR,724016376,35.82,-90.67
159,"11201 Bass Pro Parkway, 138",Little Rock,AR,72209,34.66,-92.41
160,3 Statehouse Plaza,Little Rock,AR,72201,34.75,-92.27
161,"11401 Financial Centre Pkwy, Suite D, Park Plaza",Little Rock,AR,722113758,34.75,-92.4
162,6000 West Markham St.,Little Rock,AR,72205,34.75,-92.34
163,9401 N. Rodney Parham Rd,Little Rock,AR,722276205,34.76,-92.38
164,7525 Cantrell Rd,Little Rock,AR,722072529,34.77,-92.36
165,1 Airport Rd,Little Rock,AR,722024404,34.73,-92.22
166,1 Airport Rd,Little Rock,AR,722024404,34.73,-92.22
167,"201 N University Ave, Suite 100",Little Rock,AR,722053269,34.75,-92.34
168,"16301 Chenal Parkway, Suite 300",Little Rock,AR,72223,34.76,-92.45
169,420 S University Ave,Little Rock,AR,722055246,34.75,-92.34
170,917 S. Broadway,Little Rock,AR,722014125,34.74,-92.28
171,5719 Kavanaugh Street,Little Rock,AR,722074435,34.77,-92.34
172,12700 Chenal Pkwy,Little Rock,AR,722113360,34.75,-92.41
173,12901 Cantrell,Little Rock,AR,722231701,34.8,-92.42
174,"11121 N. Rodney Parham Rd, 18B",Little Rock,AR,72212,34.77,-92.4
175,787 6th St.,"Little Rock,",AR,720994947,34.9,-92.15
176,105 Commons Drive,Maumelle,AR,721137266,34.85,-92.4
177,924 Highway 62 East,Mountain Home,AR,72653,36.35,-92.37
178,7129 JFK Blvd,North Little Rock,AR,72116,34.82,-92.23
179,4824 JFK,North LIttle Rock,AR,72116,34.8,-92.25
180,4520 W Walnut,Rogers,AR,72756,36.33,-94.18
181,"2404 Promenade Blvd, Tuscany Square",Rogers,AR,727589080,36.3,-94.17
182,2605 W Pleasant Grove Road,Rogers,AR,727585802,36.28,-94.15
183,"2003 Promenade Blvd, Suite 101",Rogers,AR,72758,36.31,-94.18
184,2220 East Parkway,Russellville,AR,72802,35.28,-93.11
185,"211 Dr Jimmy Carr Drive, E Race and Rand",Searcy,AR,72149,35.25,-91.73
186,3243 E Race Ave,Searcy,AR,72143,35.25,-91.69
187,4224 W Sunset,Springdale,AR,72762,36.18,-94.18
188,3912 N State Line Ave,Texarkana,AR,71854,33.46,-94.04
189,2034 Fayetteville Rd,Van Buren,AR,72956,35.47,-94.36
190,39508 N. Daisy Mountain Drive,Anthem,AZ,850866056,33.84,-112.13
191,3640 W. Anthem Way,Anthem,AZ,850860416,33.87,-112.14
192,"39504 N. Daisy Mountain Drive, #118",Anthem,AZ,850866065,33.84,-112.13
193,185 W Apache Tr,Apache Junction,AZ,851203433,33.41,-111.55
194,2580 W. Apache Trail,Apache Junction,AZ,851205203,33.42,-111.57
195,"1575 N Dysart Rd, Gateway Pavillions",Avondale,AZ,85392,33.46,-112.34
196,"10030 W  McDowell Rd, Ste 160",Avondale,AZ,853924861,33.46,-112.28
197,"11435 W. Buckeye Road, A101, Westwind Plaza",Avondale,AZ,853236812,33.43,-112.31
198,10585 W. Indian School Rd,Avondale,AZ,853925653,33.49,-112.29
199,599 W 4th St,Benson,AZ,856026501,31.97,-110.31
200,101 NACO HIGHWAY,Bisbee,AZ,856039766,31.4,-109.92
201,1300 S. Watson Rd.,Buckeye,AZ,853266303,33.43,-112.56
202,1751 Highway 95,Bullhead City,AZ,864426902,35.12,-114.59
203,"3699 Hwy 95, Kokopelli Plaza",Bullhead City,AZ,864429118,35.05,-114.59
204,"1620 W. Highway 260, #A",Camp Verde,AZ,863225203,34.58,-111.88
205,650 Finney Flat Rd,Camp Verde,AZ,86322,34.57,-111.86
206,36889 TOM DARLINGTON,CAREFREE,AZ,85377,33.82,-111.92
207,1637 N Trekel Rd,Casa Grande,AZ,851222740,32.9,-111.74
208,"1485 E. Florence Blvd., #6",Casa Grande,AZ,851224797,32.88,-111.72
209,2858 North Pinal Avenue,Casa Grande,AZ,851227917,32.93,-111.76
210,4815 E. Carfree highway,Cave Creek,AZ,853314717,33.8,-111.98
211,5310 E Carefree Hwy,Cave Creek,AZ,85331,33.8,-111.97
212,29455 N Cave Creek Rd,Cave Creek,AZ,853312397,33.75,-111.99
213,Gilbert & Ocotillo,Chandler,AZ,85249,33.22,-111.8
214,"2885 W. Ray Road, #1",Chandler,AZ,852243629,33.32,-111.89
215,"985 West Elliot Road, 7, The Village at Chandler Fashion Center",Chandler,AZ,852251883,33.35,-111.86
216,3161 W Chandler Blvd,Chandler,AZ,852265063,33.3,-111.9
217,"4095 S. Gilbert Road, Suite 1",Chandler,AZ,85249,33.25,-111.79
218,"3731 S Arizona Avenue, Chandler Fashion Center",Chandler,AZ,852861638,33.25,-111.84
219,"3111 W. Chandler BLVD., #2402",CHANDLER,AZ,85226,33.31,-111.9
220,4970 S Alma School Rd,Chandler,AZ,852485502,33.23,-111.86
221,"6140 West Chandler Blvd, #8",Chandler,AZ,852263460,33.31,-111.95
222,"4970 S. Gilbert Road, #3",Chandler,AZ,852494552,33.23,-111.79
223,985 E. Riggs Road,Chandler,AZ,852494259,33.22,-111.73
224,1060 E Ray Rd,Chandler,AZ,852251542,33.32,-111.82
225,350 S. Dobson Road,Chandler,AZ,85224,33.3,-111.88
226,"1245 W. CHANDLER BLVD, #1",Chandler,AZ,852245206,33.31,-111.86
227,"3425 W Frye Rd, Copper Point",Chandler,AZ,85226,33.3,-111.9
228,"4030 W. Ray Road, #3",Chandler,AZ,852267254,33.32,-111.91
229,"1395 S. Arizona Avenue, #1",Chandler,AZ,852866508,33.29,-111.84
230,"3777 S Arizona Ave, The Falls at Ocotillo",Chandler,AZ,852484500,33.25,-111.84
231,"1085 W Queen Creek Rd, B",Chandler,AZ,852488128,33.26,-111.86
232,4940 S Gilbert Rd,Chandler,AZ,852494552,33.23,-111.79
233,2010 S  Alma School Rd,Chandler,AZ,85286,33.28,-111.86
234,2935 E Riggs Road,Chandler,AZ,852493671,33.22,-111.79
235,"1159 W Chandler Blvd, Chandler Pavilions",Chandler,AZ,852245202,33.3,-111.86
236,"885 N. 54th Street, 1, Corona Del Sol Plaza",Chandler,AZ,852261528,33.32,-111.97
237,4985 W. Ray Rd,Chandler,AZ,852262050,33.32,-111.93
238,4976 Premium Outlets Wy K1,Chandler,AZ,85226,33.3,-111.93
239,"2050 N. Dobson Road, Suite 5",Chandler,AZ,852242299,33.34,-111.88
240,1031 N US Hwy 89,Chino Valley,AZ,86323,34.76,-112.45
241,1449 N Arizona Blvd,Coolidge,AZ,851283214,32.99,-111.52
242,1635 Cottonwood St,Cottonwood,AZ,863264604,34.73,-112.01
243,1500 East Cedar Ave,Flagstaff,AZ,860041641,35.22,-111.62
244,2700 S Woodlands Village Blvd,Flagstaff,AZ,860017114,35.18,-111.67
245,Building 30,Flagstaff,AZ,86011573,35.19,-111.66
246,300 E McConnell Dr,Flagstaff,AZ,86001,35.18,-111.65
247,1201 S Plaza Way,Flagstaff,AZ,860016318,35.19,-111.66
248,1307 S. Milton Road,Flagstaff,AZ,860016346,35.19,-111.66
249,4910 N US-89,Flagstaff,AZ,860042846,35.23,-111.58
250,1688 East Route 66,Flagstaff,AZ,86001,35.2,-111.63
251,1650 S Milton Rd,Flagstaff,AZ,860010802,35.18,-111.66
252,201 N Switzer Canyon Dr,Flagstaff,AZ,86001,35.19,-111.63
253,3325 North Hunt Highway,Florence,AZ,851326894,33.06,-111.49
254,"Smith Ave & Hatfield St, Bldg 52030",Fort Huachuca,AZ,85613,31.55,-110.36
255,4747 Highway 95,Fort Mohave,AZ,86426,35.02,-114.6
256,4823 S Hwy 95,Fort Mohave,AZ,864268314,35.02,-114.6
257,"16425 E. Palisades Blvd., Suite 101",Fountain Hills,AZ,852683754,33.61,-111.73
258,13733 Fountain Hills Blvd,Fountain Hills,AZ,852683730,33.61,-111.73
259,16825 E. Shea Boulevard,Fountain Hills,AZ,85268,33.57,-111.72
260,3931 S Gilbert Rd,Gilbert,AZ,852972004,33.28,-111.79
261,6470 S Higley Rd,Gilbert,AZ,85297,33.29,-111.72
262,2882 South San Tan Village,Gilbert,AZ,85296,33.3,-111.74
263,87 E Williams Field Rd,Gilbert,AZ,852955202,33.3,-111.79
264,861 E Warner,Gilbert,AZ,852962963,33.34,-111.81
265,855 W Warner Rd,Gilbert,AZ,852337267,33.33,-111.81
266,3261 E Pecos Rd,Gilbert,AZ,85295,33.29,-111.72
267,SR-202 Loop & William Fields Rd,Gilbert,AZ,852955260,33.33,-111.75
268,1845 E Baseline Rd,Gilbert,AZ,85204,33.38,-111.79
269,5137 E Baseline Rd,Gilbert,AZ,852342967,33.38,-111.72
270,"1505 E. Warner Road, 100",Gilbert,AZ,852963150,33.33,-111.76
271,"3765 S. Gilbert Rd, #107, SanTan Village",Gilbert,AZ,852972013,33.28,-111.79
272,"2200 E. Williamsfield Rd., Spc. 640",Gilbert,AZ,85295,33.31,-111.74
273,90 S Val Vista Dr,Gilbert,AZ,852961376,33.35,-111.76
274,8454 S Power Rd,Gilbert,AZ,852978027,33.27,-111.69
275,99 S Higley Rd,Gilbert,AZ,852961168,33.35,-111.72
276,"830 W Warner Rd, Suite 104, Arrowhead Towne Center",Gilbert,AZ,85233,33.34,-111.81
277,"7700 Arrowhead Towne Ctr., #1223",Glendale,AZ,85308,33.64,-112.23
278,10404 N 43rd Ave,Glendale,AZ,853022097,33.58,-112.15
279,"6649 W. Peoria Avenue, 1, Retail Shops at Walmart",Glendale,AZ,853021001,33.58,-112.2
280,"8251 W. Union Hills Drive, #100, Arrowhead Ranch Plaza",Glendale,AZ,853080504,33.65,-112.23
281,"18555 N. 59th Avenue, 131",Glendale,AZ,853081255,33.65,-112.19
282,4701 W. Thunderbird Road,Glendale,AZ,853064900,33.61,-112.16
283,"20205 N 67th Ave, 100",Glendale,AZ,853086659,33.67,-112.2
284,"3800 W Happy Valley Rd #107, Luke AFB",Glendale,AZ,85310,33.71,-112.14
285,"7123 N. 138th Ave., Building 1540",Glendale,AZ,853091700,33.54,-112.36
286,7510 W. Aspera Blvd. Suite #101,Glendale,AZ,85308,33.67,-112.22
287,"20249 N. 67th Ave., # B",Glendale,AZ,853086843,33.67,-112.2
288,5040 W. Cactus,Glendale,AZ,853042237,33.6,-112.17
289,5860 West Thunderbird,Glendale,AZ,853064629,33.61,-112.18
290,"5894 W. Thunderbird Rd., Suite #2",Glendale,AZ,85306,33.61,-112.19
291,"7700 Arrowhead Town Center, K107",Glendale,AZ,85308,33.64,-112.23
292,20220 N 59th Ave,Glendale,AZ,853086844,33.67,-112.19
293,6611 W Bell Rd,Glendale,AZ,853083607,33.64,-112.15
294,"3860 W. Happy Valley Road, 100",Glendale,AZ,85310,33.71,-112.14
295,5310 S Superstition Mountain Drive,Gold Canyon,AZ,85118,33.37,-111.47
296,16380 W Yuma Rd,Goodyear,AZ,853383100,33.44,-112.41
297,995 South Cotton Lane,Goodyear,AZ,853384604,33.46,-112.4
298,"440 N Estrella Pkwy, Cornerstone North",Goodyear,AZ,853382880,33.45,-112.39
299,1690 N. Dysart Road,Goodyear,AZ,853951121,33.47,-112.34
300,"14175 W Indian Sch R, Palm Valley Pavillion",Goodyear,AZ,853389626,33.49,-112.36
301,"1375 North Litchfield Road, 100",GOODYEAR,AZ,853951613,33.46,-112.36
302,9890 S Estrella Pkwy,Goodyear,AZ,853387141,33.36,-112.42
303,260 West Continental,Green Valley,AZ,856141458,31.85,-111
304,"4972 S. Power Road, #101",Higley,AZ,85236,33.33,-111.69
305,3765 Stockton Hill Road,Kingman,AZ,864093057,35.23,-114.04
306,3125 Stockton Hill Rd,Kingman,AZ,864014165,35.21,-114.04
307,3970 Stockton Hill Rd,Kingman,AZ,86409,35.24,-114.04
308,"55 Lake Havasu Avenue South, #A",Lake Havasu City,AZ,864030938,34.47,-114.34
309,1650 McCulloch,Lake Havasu City,AZ,864030961,34.47,-114.34
310,80 Acoma Blvd N,Lake Havasu City,AZ,86403,34.48,-114.32
311,"3269 Maricopa Ave, Suite 120",Lake Havasu City,AZ,864065788,34.46,-114.28
312,20 W White Mountain Blvd,Lakeside,AZ,859296807,34.14,-109.96
313,5140 W Baseline Rd,Laveen,AZ,85339,33.38,-112.17
314,"5150 W. Baseline Road, #101",Laveen,AZ,853392989,33.38,-112.17
315,5035 W Baseline Rd,Laveen,AZ,853397310,33.38,-112.17
316,"5104 N. Dysart Road, #400",Litchfield Park,AZ,853403057,33.51,-112.34
317,5115 N Dysart Rd Ste 150,Litchfield Park,AZ,853403034,33.51,-112.34
318,13710 W Camelback Rd,Litchfield Park,AZ,85340,33.51,-112.37
319,"13840 W. Camelback Rd, #20",Litchfield Park,AZ,85340,33.51,-112.36
320,"6401 W. Marana Center Blvd., Suite 806",Marana,AZ,857428556,32.37,-111.1
321,12100 North Thorneydale Road,Marana,AZ,856584755,32.41,-111.3
322,9100 North Silver Bell,Marana,AZ,85653,32.37,-111.14
323,"3951 W. Ina Road, #101",Marana,AZ,857412365,32.34,-111.05
324,3770 W Ina Rd,Marana,AZ,857412093,32.34,-111.05
325,"21423 N. John Wayne Pkwy, Suite 101",Maricopa,AZ,85139,33.07,-112.04
326,20797 N John Wayne Pkwy,Maricopa,AZ,85139,33.07,-112.2
327,21044 N John Wayne Parkway,Maricopa,AZ,851392916,33.07,-112.05
328,1821 S Country Club Dr,Mesa,AZ,85210,33.38,-111.84
329,"1457 W. Southern Avenue, A-1",Mesa,AZ,852024813,33.39,-111.86
330,"344 S. Power Road, #101",Mesa,AZ,852065219,33.41,-111.69
331,"2864 N Power Rd, Val Vista Gateway",Mesa,AZ,85215,33.47,-111.68
332,"1939 S Val Vista Dr, #D",Mesa,AZ,852047314,33.38,-111.75
333,"2048 E. Baseline, Suite C-10",Mesa,AZ,852046969,33.38,-111.79
334,"1003 North Dobson Road, 107",Mesa,AZ,85201,33.43,-111.87
335,"4409 E. McKellips Road, Ridgeview Plaza",Mesa,AZ,852152548,33.45,-111.73
336,"2832 North Power Road, #101",Mesa,AZ,852151609,33.47,-111.68
337,2010 W. Guadalupe Rd.,Mesa,AZ,852027340,33.36,-111.88
338,9101 E Baseline Rd,Mesa,AZ,852097758,33.38,-111.64
339,3622 E Southern Ave,Mesa,AZ,852062504,33.39,-111.75
340,1133 N Ellsworth Rd,Mesa,AZ,852075140,33.44,-111.63
341,2740 E University Dr,Mesa,AZ,852138452,33.42,-111.77
342,"1641 S Stapley Rd, #A1",Mesa,AZ,852046646,33.38,-111.8
343,1960 W Main St,Mesa,AZ,852016914,33.42,-111.87
344,4440 E Main St,Mesa,AZ,85205,33.42,-111.73
345,"2015 S Alma School Rd, Suite 101",Mesa,AZ,85210,33.38,-111.86
346,5110 S Power Rd,Mesa,AZ,852124201,33.32,-111.69
347,1230 S Longmore Ave,Mesa,AZ,852029602,33.39,-111.86
348,1225 West Guadalupe,Mesa,AZ,852029101,33.36,-111.86
349,860 North Riverview,Mesa,AZ,85201,33.43,-111.88
350,435 South Ellsworth Rd,Mesa,AZ,85208,33.41,-111.63
351,2724 S Signal Butte Rd,Mesa,AZ,85209,33.4,-111.64
352,"1705 S. Greenfield Road, #101",Mesa,AZ,852063487,33.38,-111.74
353,"1923 S. Signal Butte Road, #101",Mesa,AZ,852092605,33.38,-111.6
354,5941 East McKellips Rd,Mesa,AZ,852152754,33.45,-111.7
355,1525 S Power Rd,Mesa,AZ,85206,33.39,-111.68
356,2151 N Power Rd,Mesa,AZ,852152971,33.46,-111.68
357,"6807 E Baseline Rd #102, The Village at Augusta Ranch",Mesa,AZ,85209,33.38,-111.69
358,"2043 S. Ellsworth Road, Suite 101",Mesa,AZ,852091224,33.38,-111.64
359,"3550 E. Southern Avenue, #104",Mesa,AZ,852045683,33.39,-111.75
360,1935 North Stapley Drive,Mesa,AZ,852032749,33.45,-111.8
361,"1653 Dobson Road, Ste #101",Mesa,AZ,85202,33.38,-111.87
362,7001 E. Williams Field Road,Mesa,AZ,85212,33.31,-111.68
363,"1229 E. McKellips Road, #102",Mesa,AZ,852032725,33.45,-111.8
364,9925 E Baseline Rd,Mesa,AZ,852098325,33.38,-111.6
